start,end,sequence,rank,hardness
toxin,toric,toxin toxic tonic topic toric,-0.010727509778357236,2
limen,lifer,limen liken likes liker lifer,-0.010727509778357236,2
slums,drugs,slums alums arums drums drugs,-0.010727509778357236,3
deals,reads,deals weals peals reals reads,-0.010727509778357236,2
evens,amens,evens ovens opens omens amens,-0.010727509778357236,2
mimed,hares,mimed mired hired hires hares,-0.010727509778357236,4
sixes,cites,sixes sizes sites kites cites,-0.010727509778357236,2
lurid,curer,lurid lured lurer purer curer,-0.010727509778357236,3
slink,skunk,slink stink stunk slunk skunk,-0.010727509778357236,2
hunts,bungs,hunts aunts cunts bunts bungs,-0.010727509778357236,2
vowed,doted,vowed rowed roped doped doted,-0.010727509778357236,2
lites,hires,lites lives rives hives hires,-0.010739678400695351,2
girly,gyros,girly girls girts giros gyros,-0.010739678400695351,3
tarns,girls,tarns taros tiros giros girls,-0.010739678400695351,3
gapes,vises,gapes gases lases vases vises,-0.010857887874837028,3
emend,ovens,emend amend amens omens ovens,-0.010857887874837028,3
terce,versa,terce terse verse verso versa,-0.010857887874837028,3
hotly,tally,hotly holly dolly dally tally,-0.010857887874837028,3
coyer,capos,coyer coper caper capes capos,-0.010857887874837028,4
gulps,mulls,gulps gules gulls lulls mulls,-0.010857887874837028,2
raves,vases,raves naves eaves eases vases,-0.010857887874837028,2
blini,slick,blini blink plink slink slick,-0.010857887874837028,3
grape,prats,grape grate orate prate prats,-0.010857887874837028,3
lisps,riser,lisps wisps wises wiser riser,-0.010857887874837028,3
snots,sluts,snots shots shuts smuts sluts,-0.010857887874837028,2
stews,thews,stews slews spews shews thews,-0.010857887874837028,2
roods,gelds,roods goods goads golds gelds,-0.010857887874837028,3
caulk,mains,caulk cauls mauls mails mains,-0.010857887874837028,4
finks,rusks,finks sinks rinks risks rusks,-0.010857887874837028,3
beset,rivet,beset reset relet revet rivet,-0.010857887874837028,3
chefs,treks,chefs chews thews trews treks,-0.010857887874837028,3
middy,baddy,middy diddy daddy faddy baddy,-0.010857887874837028,2
nanny,tinny,nanny ninny ginny finny tinny,-0.010857887874837028,2
risky,winks,risky risks rinks finks winks,-0.010857887874837028,3
doggo,baggy,doggo doggy boggy buggy baggy,-0.010857887874837028,3
nerfs,verbs,nerfs serfs kerfs kerbs verbs,-0.010857887874837028,2
slash,abase,slash swash awash abash abase,-0.010857887874837028,3
mutts,lints,mutts mitts mints tints lints,-0.010857887874837028,3
runic,boric,runic tunic tonic toric boric,-0.010857887874837028,3
pills,silks,pills rills tills sills silks,-0.010857887874837028,2
swish,blush,swish shish shush slush blush,-0.010857887874837028,3
petty,gotta,petty putty gutty gutta gotta,-0.010857887874837028,3
spoon,snood,spoon swoon swoop snoop snood,-0.010857887874837028,2
verve,merge,verve verse terse merse merge,-0.010857887874837028,2
friar,pryer,friar briar brier prier pryer,-0.010857887874837028,3
bawdy,paddy,bawdy baddy faddy daddy paddy,-0.010857887874837028,2
wider,rimer,wider rider aider aimer rimer,-0.010857887874837028,2
flute,flaks,flute fluke fluky flaky flaks,-0.010857887874837028,3
weeds,beeps,weeds seeds seers beers beeps,-0.010857887874837028,2
finny,gunny,finny ninny tinny ginny gunny,-0.010857887874837028,2
jibes,fiver,jibes gibes giber giver fiver,-0.010857887874837028,3
midis,tilts,midis minis mints tints tilts,-0.010857887874837028,3
sexes,hewed,sexes sexed vexed hexed hewed,-0.010857887874837028,3
swash,abate,swash awash abash abase abate,-0.010857887874837028,4
gutty,peats,gutty putty petty peaty peats,-0.010857887874837028,4
zooms,joins,zooms looms loons loins joins,-0.010857887874837028,3
nicks,pacts,nicks picks pecks packs pacts,-0.010857887874837028,3
dusks,junks,dusks ducks dunks punks junks,-0.010857887874837028,2
ducat,decay,ducat ducal decal decaf decay,-0.010857887874837028,2
leafs,loans,leafs loafs loads loams loans,-0.010857887874837028,2
tease,versa,tease terse verse verst versa,-0.010857887874837028,3
abate,swash,abate abase abash awash swash,-0.010857887874837028,4
punts,rafts,punts aunts runts rants rafts,-0.010857887874837028,3
rebel,navel,rebel revel ravel gavel navel,-0.010857887874837028,3
roars,loams,roars roans loans loads loams,-0.010857887874837028,2
locus,cocas,locus locos cocos cocks cocas,-0.010857887874837028,2
tunic,sonic,tunic tonic conic ionic sonic,-0.010857887874837028,2
napes,eaves,napes nates naves paves eaves,-0.010857887874837028,2
balms,safes,balms bales sales saxes safes,-0.010857887874837028,3
cites,gates,cites kites rites rates gates,-0.010857887874837028,2
sprue,sires,sprue spree siree siren sires,-0.010857887874837028,3
races,waver,races raves paves paver waver,-0.010857887874837028,3
aides,rices,aides bides rides rimes rices,-0.010857887874837028,2
focus,pocks,focus locus hocus hocks pocks,-0.010857887874837028,2
reeky,seeds,reeky reedy needy seedy seeds,-0.010857887874837028,3
jaggy,loggy,jaggy baggy boggy doggy loggy,-0.010857887874837028,2
duels,gulls,duels duals dulls mulls gulls,-0.010857887874837028,2
fawns,tinny,fawns fawny fanny finny tinny,-0.010857887874837028,4
shits,slats,shits shuts smuts sluts slats,-0.010857887874837028,2
maids,cauls,maids maims mails mauls cauls,-0.010857887874837028,3
widen,viper,widen wider wiser wiper viper,-0.010857887874837028,3
lurer,cuber,lurer lured cured curer cuber,-0.010857887874837028,2
hempy,yells,hempy hemps helps yelps yells,-0.010857887874837028,4
wasps,ramps,wasps gasps hasps rasps ramps,-0.010857887874837028,2
weird,whits,weird weirs whirs whims whits,-0.010857887874837028,3
tithe,lathe,tithe titre litre lithe lathe,-0.010857887874837028,2
risks,dorks,risks disks dirks darks dorks,-0.010857887874837028,3
raked,laved,raked raved raver laver laved,-0.010857887874837028,2
galls,molly,galls gulls gully golly molly,-0.010857887874837028,3
giddy,duddy,giddy biddy diddy daddy duddy,-0.010857887874837028,2
bully,bulge,bully billy bilgy bilge bulge,-0.010857887874837028,2
dandy,binds,dandy randy rands rinds binds,-0.010857887874837028,3
mains,warts,mains gains gaits waits warts,-0.010857887874837028,3
diets,busks,diets duets dusts busts busks,-0.010857887874837028,4
hexed,sixes,hexed vexed sexed sexes sixes,-0.010857887874837028,3
miser,wiper,miser riser wiser wirer wiper,-0.010857887874837028,2
meats,flats,meats beats feats frats flats,-0.010857887874837028,2
cohos,pocks,cohos cocos cocks mocks pocks,-0.010857887874837028,3
curbs,turds,curbs cures curds surds turds,-0.010857887874837028,2
jilts,lisps,jilts lilts lifts lists lisps,-0.010857887874837028,3
hulas,dusks,hulas hulks husks busks dusks,-0.010857887874837028,3
burls,curry,burls burly hurly curly curry,-0.010857887874837028,3
fumes,bused,fumes fuses fusee fused bused,-0.010857887874837028,3
warts,whats,warts waits whits whets whats,-0.010857887874837028,2
surer,cures,surer lurer purer curer cures,-0.010857887874837028,2
ditto,natty,ditto ditty witty nitty natty,-0.010857887874837028,3
leggo,baggy,leggo leggy loggy boggy baggy,-0.010857887874837028,3
hurls,cubes,hurls purls curls cures cubes,-0.010857887874837028,3
hoars,pours,hoars soars sours fours pours,-0.010857887874837028,2
scuds,scare,scuds scads scats scars scare,-0.010857887874837028,3
numbs,curls,numbs nurbs curbs cures curls,-0.010857887874837028,3
macer,riper,macer racer ricer rider riper,-0.010857887874837028,3
cubes,canes,cubes cukes cokes cones canes,-0.010857887874837028,2
posse,posed,posse poste posts poses posed,-0.010857887874837028,2
berms,packs,berms perms perks pecks packs,-0.010857887874837028,4
snugs,claps,snugs snags snaps slaps claps,-0.010857887874837028,4
dolls,jells,dolls dells wells yells jells,-0.010857887874837028,2
junky,gunks,junky junks bunks funks gunks,-0.010857887874837028,2
toots,books,toots toons boons boobs books,-0.01087005649717514,2
jerky,forty,jerky perky porky forky forty,-0.01087005649717514,3
jiber,gives,jiber jibed jibes jives gives,-0.01087005649717514,3
recur,debug,recur recut rebut debut debug,-0.01098826597131682,3
racks,parks,racks hacks hawks harks parks,-0.01098826597131682,2
lamed,waged,lamed laded waded waked waged,-0.01098826597131682,2
pyres,bores,pyres pores yores mores bores,-0.01098826597131682,2
fetid,mutes,fetid feted meted muted mutes,-0.01098826597131682,4
corps,loans,corps corns morns moans loans,-0.01098826597131682,3
axles,aired,axles axled abled ailed aired,-0.01098826597131682,3
situs,winks,situs sinus sinks dinks winks,-0.01098826597131682,3
pasts,wists,pasts lasts lusts lists wists,-0.01098826597131682,2
chock,clank,chock chuck chunk clunk clank,-0.01098826597131682,3
lames,hades,lames fames fares fades hades,-0.01098826597131682,2
lusts,paste,lusts lasts pasts pasty paste,-0.01098826597131682,3
whims,soots,whims whits shits shots soots,-0.01098826597131682,4
kelpy,helms,kelpy kelps yelps helps helms,-0.01098826597131682,3
tipsy,guppy,tipsy gipsy gypsy gyppy guppy,-0.01098826597131682,3
slump,slams,slump slurp slurs slums slams,-0.01098826597131682,2
taper,payer,taper gaper gazer gayer payer,-0.01098826597131682,2
fiats,sluts,fiats feats flats slats sluts,-0.01098826597131682,3
bosky,lousy,bosky bossy mossy mousy lousy,-0.01098826597131682,3
gains,writs,gains grins grips grits writs,-0.01098826597131682,3
gyppy,tippy,gyppy gypsy gipsy tipsy tippy,-0.01098826597131682,2
duped,cures,duped dupes dukes cukes cures,-0.01098826597131682,3
lured,pyres,lured lures lyres byres pyres,-0.01098826597131682,3
krill,drily,krill grill frill drill drily,-0.01098826597131682,2
husks,busts,husks musks dusks dusts busts,-0.01098826597131682,2
spuds,slums,spuds studs scuds scums slums,-0.01098826597131682,2
snoot,scoop,snoot snoop swoop sloop scoop,-0.01098826597131682,2
miner,rices,miner miser riser ricer rices,-0.01098826597131682,3
shims,whats,shims whims whits whets whats,-0.01098826597131682,3
plums,slugs,plums alums slums slurs slugs,-0.01098826597131682,2
farad,meted,farad fared fated feted meted,-0.01098826597131682,4
funds,winks,funds funks dunks dinks winks,-0.01098826597131682,3
grids,grind,grids grits grips grins grind,-0.01098826597131682,2
viols,reals,viols vials dials deals reals,-0.01098826597131682,3
swigs,whish,swigs swiss swish shish whish,-0.01098826597131682,4
linty,busts,linty lints lists lusts busts,-0.01098826597131682,4
maths,locus,maths laths latus lotus locus,-0.01098826597131682,4
marge,purge,marge sarge serge surge purge,-0.01098826597131682,2
rials,peats,rials vials veals peals peats,-0.01098826597131682,3
sifts,musts,sifts gifts gists gusts musts,-0.01098826597131682,3
roily,frill,roily doily drily drill frill,-0.01098826597131682,3
taros,pyres,taros tyros tyres lyres pyres,-0.01098826597131682,3
booms,booty,booms boomy booby boozy booty,-0.01098826597131682,2
doozy,wooly,doozy boozy woozy woody wooly,-0.01098826597131682,2
aways,scant,aways sways swans scans scant,-0.01098826597131682,4
humps,helps,humps humpy hempy hemps helps,-0.01098826597131682,2
blurt,bluer,blurt blurb blurs blues bluer,-0.01098826597131682,2
discs,dicks,discs disks dusks ducks dicks,-0.01098826597131682,2
waxes,jakes,waxes saxes safes sakes jakes,-0.01098826597131682,2
scudi,slump,scudi scuds scums slums slump,-0.01098826597131682,3
eider,direr,eider wider hider hirer direr,-0.01098826597131682,2
dingy,dines,dingy dungy dungs dunes dines,-0.01098826597131682,2
wised,riled,wised wiled ailed oiled riled,-0.01098826597131682,2
firma,harts,firma firms farms harms harts,-0.01098826597131682,4
hocus,honks,hocus hocks mocks monks honks,-0.01098826597131682,2
woody,booby,woody woozy doozy boozy booby,-0.01098826597131682,2
disco,dusks,disco discs disks desks dusks,-0.01098826597131682,3
hypos,taros,hypos typos tyros tiros taros,-0.01098826597131682,3
firms,hames,firms farms harms hares hames,-0.01098826597131682,4
memes,sexes,memes mimes mixes sixes sexes,-0.01098826597131682,2
faxes,rakes,faxes fades fakes jakes rakes,-0.01098826597131682,2
nukes,ducks,nukes dukes dupes duces ducks,-0.01098826597131682,3
mucks,dupes,mucks tucks ducks duces dupes,-0.01098826597131682,3
bonks,mocks,bonks conks honks monks mocks,-0.01098826597131682,2
bided,borer,bided boded bodes bores borer,-0.01098826597131682,3
dares,wafts,dares fares farts warts wafts,-0.01098826597131682,3
stems,scows,stems stews stows snows scows,-0.01098826597131682,3
gappy,tipsy,gappy gyppy gypsy gipsy tipsy,-0.01098826597131682,3
scats,stabs,scats scars scads scabs stabs,-0.01098826597131682,2
beers,viers,beers biers tiers piers viers,-0.01098826597131682,2
tangs,licks,tangs tanks tacks ticks licks,-0.01098826597131682,4
wryly,trill,wryly dryly drily drill trill,-0.01098826597131682,3
bulks,wicks,bulks bilks silks sicks wicks,-0.01098826597131682,3
brack,brunt,brack bract brant brent brunt,-0.01098826597131682,3
viola,dials,viola viols vials rials dials,-0.01098826597131682,3
fixes,nixed,fixes sixes mixes nixes nixed,-0.01098826597131682,2
liars,beers,liars liers tiers biers beers,-0.01098826597131682,3
gusts,wisps,gusts gists lists wists wisps,-0.01098826597131682,3
blurb,slums,blurb blurt blurs slurs slums,-0.01098826597131682,3
bidet,aider,bidet bided sided aided aider,-0.01098826597131682,2
soppy,zappy,soppy sappy nappy happy zappy,-0.01100043459365493,2
soapy,happy,soapy soupy soppy hoppy happy,-0.011000434593654932,3
zippy,happy,zippy nippy tippy hippy happy,-0.011000434593654932,2
zappy,poppy,zappy happy sappy pappy poppy,-0.011000434593654934,2
ferry,deary,ferry terry teary weary deary,-0.011130812690134722,2
weary,jerky,weary teary terry jerry jerky,-0.011130812690134726,3
copes,cozen,copes dopes dozes dozen cozen,-0.011261190786614514,2
winch,beach,winch wench welch belch beach,-0.011261190786614516,3
curvy,burro,curvy curry hurry burry burro,-0.011261190786614517,3
doyen,covet,doyen dozen cozen coven covet,-0.011261190786614517,3
rente,wafts,rente rents rants wants wafts,-0.011391568883094307,4
lento,wants,lento cento canto cants wants,-0.011391568883094307,3
tryst,trews,tryst trust truss tress trews,-0.011391568883094307,3
scull,stunk,scull skull skulk skunk stunk,-0.011521946979574099,3
stunk,skull,stunk spunk skunk skulk skull,-0.011521946979574099,3
colon,honor,colon color dolor donor honor,-0.011521946979574099,3
honor,colon,honor donor dolor color colon,-0.011521946979574099,3
moats,malts,moats moots mosts masts malts,-0.01165232507605389,2
notch,catch,notch botch butch batch catch,-0.01165232507605389,2
masts,polls,masts mosts molts molls polls,-0.01165232507605389,4
taxer,eager,taxer laxer laver lager eager,-0.01165232507605389,2
soots,lores,soots softs sorts sores lores,-0.011782703172533682,3
sorer,morts,sorer sores sorts worts morts,-0.011782703172533682,3
oring,acing,oring owing awing aging acing,-0.011913081269013474,2
bowed,coped,bowed boded coded coxed coped,-0.011913081269013474,2
wowee,sowed,wowee wowed cowed bowed sowed,-0.011913081269013474,2
